1.31905e-05,0
3.58737e-05,-0.00231535
3.58737e-05,-0.00734873
2.68767e-05,-0.00164424
2.39819e-05,0.00204691
2.39819e-05,0.00204691
4.89114e-05,0.00204691
8.40986e-05,-0.00164424
0.000103919,-0.00399314
0.000103919,-0.0083554
7.23947e-05,-0.00365759
3.35496e-05,0.00238246
3.35496e-05,0.00238246
3.35496e-05,0.00238246
8.67116e-05,0.00137579
0.000134135,-0.00667761
0.000134135,-0.0120465
0.000106962,-0.00801984
5.94483e-05,-0.00365759
2.86536e-05,-0.00365759
3.51143e-05,-0.00365759
7.67863e-05,3.35559e-05
0.000111327,-0.0133888
0.000111327,-0.00801984
8.18001e-05,-0.00197979
7.50063e-05,-0.00197979
7.50063e-05,-0.00197979
0.000104081,-0.00600649
0.000111723,-0.00801984
0.000115841,-0.00936208
9.96354e-05,-0.000302002
9.47183e-05,0.00137579
8.86267e-05,-0.00231535
8.44343e-05,-0.00231535
8.44343e-05,-0.00231535
0.000121996,-0.00231535
0.000160893,-0.00164424
0.000160893,-0.00634205
0.000134351,-0.00969763
7.8436e-05,-0.00969763
6.51793e-05,-0.00969763
7.71213e-05,-0.00969763
9.50068e-05,-0.00701317
9.50068e-05,-0.0043287
9.50068e-05,-0.00130868
8.69558e-05,-0.00130868
8.32598e-05,0.00171135
8.32598e-05,-0.00567093
8.32598e-05,-0.00365759
8.32598e-05,-0.000302002
8.32598e-05,-0.000302002
8.82428e-05,-0.000302002
8.82428e-05,-0.00969763
8.37238e-05,-0.00634205
5.61613e-05,-0.00634205
5.61613e-05,-0.00634205
8.99636e-05,0.00204691
0.000137303,-0.00332203
0.000160221,-0.0110399
0.000137885,-0.00969763
9.64756e-05,0.00271802
7.07138e-05,0.00271802
7.35746e-05,0.00271802
7.78842e-05,0.00238246
0.000100654,3.35559e-05
0.000122671,-0.00499982
0.00014281,-0.00869096
0.000139896,-0.00466426
0.000118298,-0.00365759
9.0359e-05,0.00238246
9.0359e-05,0.00238246
0.000119851,0.00238246
0.000159808,-0.00533538
0.000159808,-0.0130532
0.000118405,0.00104023
9.25095e-05,0.00104023
0.000116299,0.00104023
0.000167858,0.000369114
0.000211835,-0.00936208
0.000211835,-0.0140599
0.00016665,-0.00231535
0.000133656,-0.00231535
0.000133656,-0.00231535
0.000133656,-0.00231535
0.000133656,0.000704672
0.000153819,0.000704672
0.00017784,-0.00332203
0.00017784,-0.00634205
0.000176195,-0.00533538
0.00014614,-0.000973119
0.0001267,-0.000973119
0.000129994,-0.000973119
0.000163443,-0.00969763
0.000163443,-0.0143955
0.000135229,-0.00567093
0.000110302,-0.00567093
0.00013043,-0.00567093
0.000181093,-0.00231535
0.000214006,-0.0083554
0.000214006,-0.00902652
0.000173517,-0.00902652
0.000149233,-0.00902652
0.000151067,0.00305358
